EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
1155,Allyson,Owen,17-Nov-18,12-Mar-20,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Provide machine statement now.,Production       ,Finance & Accounting,06-11-1951,MA,Clerk,Female,21218,Other,Married,Fully Meets,3,medium
2156,Ariel,Osborn,11-Sep-18,14-Mar-20,Production Technician I,Melissa Glass,ariel.osborn@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Over still care thought to.,Production       ,Executive,29-01-1989,MA,Manager,Female,94916,Black,Widowed,Exceeds,3,medium
2181,Trevin,Lambert,05-Mar-19,16-Mar-20,Production Technician I,Nathaniel Harvey,trevin.lambert@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Resignation,Every maybe feel court.,Production       ,Field Operations,13-08-1991,MA,Foreman,Female,94011,Black,Single,PIP,5,very high
3315,Amy,Pace,13-Oct-18,18-Mar-20,Production Technician I,Crystal Richmond,amy.pace@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Director include student.,Production       ,Field Operations,15-04-1957,MA,Locator,Female,85181,Other,Widowed,Fully Meets,3,medium
3808,Maria,Gonzalez,27-Apr-19,20-Mar-20,IT Support,Jason Miller,maria.gonzalez@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Resignation,Address control day. Election safe free capital.,IT/IS,General - Sga,16-01-1948,MA,Administrator,Female,2472,White,Widowed,Fully Meets,3,medium
2498,Camron,Keller,17-Oct-19,21-Mar-20,BI Developer,Joseph Bowen,camron.keller@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,08-09-1999,MA,Foreman,Female,44117,Asian,Divorced,Fully Meets,4,high
3851,Vance,Marquez,18-Jan-19,30-Mar-20,Sr. Network Engineer,Thomas Hanson,vance.marquez@bilearner.com,NEL,Leave of Absence,Contract,Zone C,Temporary,Resignation,Law particularly paper friend.,IT/IS,Executive,07-07-1994,CT,Manager,Male,38058,Black,Married,PIP,3,medium
3721,Johnny,Goodman,12-Feb-20,07-Apr-20,Production Technician I,Loretta Gonzalez,johnny.goodman@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Recent agent choose dark hard eye.,Production       ,Fielders,24-03-1960,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2,low
3877,Oscar,Lopez,22-Oct-18,07-Apr-20,Network Engineer,Christian Ortega,oscar.lopez@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Resignation,Increase town serious care support key heavy.,Executive Office,General - Con,21-01-1976,MA,Lineman,Male,81607,Asian,Single,PIP,3,medium
2587,Rylee,Frye,04-Sep-19,13-Apr-20,Area Sales Manager,Ashley Phillips,rylee.frye@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Involuntary,Rest society tell into ahead.,Sales,Field Operations,31-07-2000,MA,Technician,Male,69470,Other,Widowed,Fully Meets,5,very high
3639,Jaylen,Acosta,19-Sep-19,14-Apr-20,Production Technician I,Mark Knight,jaylen.acosta@bilearner.com,CCDR,Future Start,Contract,Zone C,Full-Time,Retirement,Official growth onto speech after truth.,Production       ,Field Operations,08-01-1966,MA,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3,medium
2427,Emilee,Thompson,17-Jan-20,20-Apr-20,Data Analyst,Mary Contreras,emilee.thompson@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Voluntary,Next explain account stay.,IT/IS,Field Operations,22-11-1956,MA,Top Hand,Female,87868,Asian,Divorced,Fully Meets,5,very high
2601,Anya,Baldwin,29-Nov-19,21-Apr-20,Administrative Assistant,Lonnie Sanders,anya.baldwin@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Involuntary,Glass effort however relate partner lay what.,Sales,General - Con,02-03-2001,WA,Laborer,Female,44158,Hispanic,Widowed,Fully Meets,1,very low
2165,Yasmine,Hughes,16-Mar-19,26-Apr-20,Production Technician II,Tracey Cox,yasmine.hughes@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Line know television.,Production       ,Field Operations,06-02-1948,MA,Laborer,Female,26451,Asian,Divorced,Exceeds,3,medium
3782,Brody,House,09-Mar-19,02-May-20,Production Technician I,Dr. Matthew Harrell,brody.house@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Blood people direction all item.,Production       ,Field Operations,25-09-1984,MA,Driver,Male,92706,Asian,Widowed,Fully Meets,3,medium
1008,Judith,Carabbio,28-Aug-19,04-May-20,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Instead story skill financial who.,Software Engineering,General - Con,21-12-1981,MA,Foreman,Female,2132,Hispanic,Married,Fully Meets,3,medium
1496,Izabella,Barron,30-Apr-19,04-May-20,Production Technician II,Sarah Fisher,izabella.barron@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Positive far win six might.,Production       ,Splicing,25-10-1950,MA,Technician,Male,27412,White,Widowed,Fully Meets,3,medium
1760,Janessa,Mcconnell,08-Feb-20,04-May-20,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Voluntary,Simply game everyone despite line.,Production       ,General - Con,20-08-1993,MA,Foreman,Male,93320,Hispanic,Single,Fully Meets,3,medium
3011,Isla,Becker,06-Jan-20,04-May-20,Production Technician I,Valerie Gallagher,isla.becker@bilearner.com,TNS,Leave of Absence,Part-Time,Zone A,Full-Time,Involuntary,Affect organization we organization well sense.,Production       ,Engineers,11-02-1954,MA,Engineer,Female,51348,Hispanic,Widowed,Fully Meets,5,very high
1388,Gabriella,Benitez,09-May-19,07-May-20,Accountant I,Jamie Gardner,gabriella.benitez@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Approach better little check.,Admin Offices,Field Operations,23-12-1970,MA,Construction Manager,Female,31721,Black,Single,Exceeds,3,medium
3022,Leonel,Chang,10-Oct-18,17-May-20,Production Technician I,Miguel Rodgers,leonel.chang@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Retirement,In business challenge rock environment.,Production       ,Splicing,16-07-1976,MA,Laborer,Male,23955,Other,Married,PIP,1,very low
3572,Timothy,Sullivan,12-Mar-19,19-May-20,Production Technician I,Shawn Berry,timothy.sullivan@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Retirement,Where first Mr remember crime.,Production       ,Fielders,07-06-1994,MA,Engineer,Male,2747,White,Single,Fully Meets,5,very high
1596,Chris,Johnson,02-Mar-20,25-May-20,Production Technician I,Jennifer Mendez,chris.johnson@bilearner.com,CCDR,Future Start,Contract,Zone C,Temporary,Voluntary,Follow tax above large president high.,Production       ,General - Sga,15-08-1958,MA,Administrator,Female,2999,Other,Married,Exceeds,3,medium
2288,Kelley,Spirea,07-Nov-18,25-May-20,Production Manager,Laura Mccarty,kelley.spirea@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Involuntary,Foreign thank people.,Production       ,Fielders,09-09-1984,MA,Engineer,Female,2451,Black,Divorced,Fully Meets,5,very high
2811,Phoenix,Farley,13-Aug-18,28-May-20,Production Technician I,David Holt,phoenix.farley@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Material owner together travel so conference.,Production       ,Field Operations,04-01-1996,MA,Laborer,Male,82960,Hispanic,Widowed,Fully Meets,2,low
2604,Saniyah,Cantu,20-Dec-18,29-May-20,Area Sales Manager,Barbara Neal,saniyah.cantu@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Voluntary,Compare factor only together.,Sales,Aerial,10-03-1987,MA,Engineer,Male,68833,Other,Divorced,Fully Meets,5,very high
3552,Harper,Ramos,16-Feb-20,03-Jun-20,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11-08-1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1,very low
1795,Antonio,Mccoy,01-Dec-19,08-Jun-20,Production Technician I,Shawn Howard,antonio.mccoy@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Soon voice play will Mr card physical.,Production       ,Yard (Material Handling),04-04-1960,MA,Manager,Female,71561,Asian,Widowed,Fully Meets,3,medium
3847,Gilbert,Klein,24-Feb-19,11-Jun-20,IT Support,Gregory Rodriguez,gilbert.klein@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,Indeed compare I since possible something.,IT/IS,Field Operations,06-09-1998,MA,Laborer,Male,53800,Hispanic,Single,Fully Meets,3,medium
1879,Carmen,Davidson,25-Nov-18,14-Jun-20,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Engineers,30-10-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3,medium
3500,Nevaeh,Lucas,20-Nov-18,21-Jun-20,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Voluntary,Game hour boy not write somebody owner.,Sales,Shop (Fleet),25-02-2000,TX,Mechanic,Female,80424,White,Divorced,Fully Meets,1,very low
2175,Kason,Ellison,16-Dec-19,21-Jun-20,Production Technician I,Julia Mitchell,kason.ellison@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Voluntary,Somebody include mention staff determine.,Production       ,Field Operations,02-10-1987,MA,Technician,Female,71740,Hispanic,Widowed,Exceeds,2,low
2351,Kendall,Mcintyre,24-Dec-19,21-Jun-20,Data Analyst,Rita Abbott,kendall.mcintyre@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Market as per stop kid score detail.,Production       ,Engineers,27-02-1943,MA,Technician,Male,25767,Hispanic,Widowed,Fully Meets,4,high
3176,Cade,Palmer,13-Dec-18,23-Jun-20,Production Technician I,Jessica Morgan,cade.palmer@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Minute between another local country.,Production       ,Project Management - Con,24-02-2000,MA,Coordinator,Female,42252,Other,Widowed,Exceeds,1,very low
2087,Arianna,Durham,21-Nov-19,24-Jun-20,Production Technician I,Drew Hawkins,arianna.durham@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Per record feeling bed tax education.,Production       ,Field Operations,19-12-1959,MA,Laborer,Female,11105,Black,Widowed,Fully Meets,3,medium
2429,Vincent,Ramsey,19-Apr-19,02-Jul-20,Production Manager,Kristy Taylor,vincent.ramsey@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Involuntary,Condition control raise.,Production       ,Field Operations,01-05-1999,MA,Laborer,Male,68494,Black,Widowed,Fully Meets,4,high
2089,Ethan,Rhodes,29-Dec-18,04-Jul-20,Production Technician I,Zachary Hanson,ethan.rhodes@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Voluntary,Upon situation late.,Production       ,Technology / It,04-06-1966,MA,Director,Female,93414,White,Married,Fully Meets,3,medium
2985,Anthony,Heitzman,05-Feb-19,10-Jul-20,Production Technician I,Catherine Rodriguez,anthony.heitzman@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Retirement,During administration billion.,Production       ,General - Sga,17-09-1970,MA,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1,very low
2136,Darrell,Vaughan,12-Sep-18,11-Jul-20,Production Technician I,Elizabeth Ray,darrell.vaughan@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Involuntary,Despite expect democratic then affect toward.,Production       ,Underground,08-10-1991,MA,Labor,Female,19006,Other,Divorced,Exceeds,1,very low
1158,Chaya,Boyd,22-Nov-18,19-Jul-20,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Himself final success these or card strategy.,Production       ,Field Operations,04-07-1958,MA,Technician,Male,96001,Asian,Widowed,Fully Meets,3,medium
1637,Leroy,Norman,26-Apr-20,21-Jul-20,Sales Manager,Mr. Keith Smith DVM,leroy.norman@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Rather which writer family.,Admin Offices,General - Con,18-01-1986,MA,Foreman,Male,78952,Black,Divorced,Fully Meets,3,medium
2332,Jaime,Austin,29-Jun-19,21-Jul-20,Data Analyst ,Lisa Barrera,jaime.austin@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Involuntary,Choice while growth future.,Production       ,Fielders,21-08-1971,MA,Engineer,Male,31351,White,Widowed,Fully Meets,4,high
3274,Arely,May,21-Jan-20,29-Jul-20,Production Technician I,Anthony Bass,arely.may@bilearner.com,PL,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,History force myself.,Production       ,Aerial,28-06-1965,MA,Foreman,Female,30214,Other,Divorced,PIP,3,medium
3058,Amirah,Cline,11-Feb-19,30-Jul-20,Production Technician I,Shelia Goodwin,amirah.cline@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Loss sense above charge part describe.,Production       ,Yard (Material Handling),19-08-1965,MA,Coordinator,Male,93290,Asian,Divorced,Fully Meets,1,very low
1613,Beau,Barron,26-Sep-19,01-Aug-20,Production Technician I,Taylor Cruz,beau.barron@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Voluntary,Real public realize evening building middle.,Production       ,Field Operations,03-07-1995,MA,Laborer,Female,61768,Other,Single,Exceeds,3,medium
3812,Sarah,Warfield,13-Feb-19,06-Aug-20,Sr. Network Engineer,Julie Lewis,sarah.warfield@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Resignation,Center west table security.,IT/IS,General - Eng,24-05-1985,MA,Administrative,Female,2453,Hispanic,Single,Fully Meets,3,medium
2167,Kendrick,Ashley,30-Dec-18,10-Aug-20,Production Technician II,Theresa Olson,kendrick.ashley@bilearner.com,SVG,Future Start,Part-Time,Zone B,Temporary,Voluntary,Maintain race expert cost continue store.,Production       ,Technology / It,27-11-1991,MA,Administrator,Female,5348,Hispanic,Divorced,Exceeds,3,medium
1550,Kyle,Peck,19-Sep-18,12-Aug-20,Production Technician I,David Bullock,kyle.peck@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Retirement,Name maybe wear yet.,Production       ,Field Operations,15-08-1961,MA,Technician,Female,92807,Black,Widowed,Fully Meets,3,medium
1787,Layla,Gutierrez,06-Apr-19,15-Aug-20,Production Technician I,Edward Peterson,layla.gutierrez@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Perform question beyond article.,Production       ,Engineers,10-07-1956,MA,Engineer,Male,76007,Hispanic,Divorced,Fully Meets,3,medium
3809,Jumil,Turpin,06-Oct-19,23-Aug-20,Network Engineer,Raymond Bird,jumil.turpin@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,Somebody arm memory pull word.,IT/IS,Field Operations,20-01-2001,MA,Foreman,Male,2343,Hispanic,Single,Fully Meets,3,medium
3529,Callum,Mcdaniel,03-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,low
3233,Julia,Vargas,22-Aug-20,26-Aug-20,Production Technician I,Jim Mccormick,julia.vargas@bilearner.com,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production       ,Engineers,08-02-1969,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2,low
3569,Beatrice,Chace,09-Feb-19,28-Aug-20,Production Technician I,Margaret Hampton,beatrice.chace@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Trial little must kitchen recently.,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2,low
1111,Alexandra,Kirill,08-Sep-19,29-Aug-20,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Gun fly subject those. Must member financial.,Production       ,Splicing,31-05-1952,MA,Splicer,Female,2127,White,Widowed,Fully Meets,3,medium
3693,Amya,Vega,20-May-19,30-Aug-20,Production Technician II,Alexa Smith,amya.vega@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Involuntary,Name social full approach. Position want win.,Production       ,Project Management - Con,01-08-1977,MA,Field Project Manager,Female,13727,White,Married,Exceeds,2,low
3091,Kali,Hensley,27-Feb-19,31-Aug-20,Production Technician I,Charles Cruz,kali.hensley@bilearner.com,TNS,Terminated for Cause,Contract,Zone B,Part-Time,Involuntary,Describe current question quite coach.,Production       ,Billable Consultants,06-03-1958,MA,Technician,Male,6649,White,Single,Fully Meets,5,very high
1476,Kaden,Woodard,07-Dec-19,02-Sep-20,Production Technician II,Jared Walsh,kaden.woodard@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Value health model day production identify.,Production       ,Field Operations,07-11-1962,MA,Foreman,Male,16157,Other,Divorced,PIP,3,medium
3010,Morgan,Velazquez,31-May-19,04-Sep-20,Production Technician I,Heidi Ruiz,morgan.velazquez@bilearner.com,MSC,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Billion provide season another.,Production       ,General - Con,15-03-1947,MA,Flagger,Male,33080,Other,Married,Fully Meets,1,very low
3814,Jyoti,Lajiri,07-Jan-19,05-Sep-20,Sr. Network Engineer,Karen Crawford,jyoti.lajiri@bilearner.com,EW,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,Short quality fall name get science throughout.,IT/IS,Engineers,17-04-1955,MA,Coordinator,Male,2169,Black,Widowed,Fully Meets,3,medium
3559,Wilson K,Adinolfi,06-Nov-19,06-Sep-20,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2,low
1506,Hayden,Richmond,05-Sep-18,08-Sep-20,Production Technician I,Christopher Garcia,hayden.richmond@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Retirement,Likely former outside free short occur.,Production       ,Engineers,18-06-1972,MA,Engineer,Female,25033,Hispanic,Single,Exceeds,3,medium
3720,Crystal,Brandt,23-May-19,12-Sep-20,Production Technician II,Andrew Schneider,crystal.brandt@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,Young risk quality natural foreign claim.,Production       ,Field Operations,18-12-1958,MA,Laborer,Female,31486,White,Single,Fully Meets,3,medium
1296,Adalyn,Vaughan,13-Mar-19,12-Sep-20,Production Technician II,Nathan Hill,adalyn.vaughan@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Employee product meeting who kind.,Production       ,Field Operations,27-01-1985,MA,Administrator,Female,94411,Asian,Widowed,Fully Meets,3,medium
